name,review_count,rating,distance,price,location.address1,station latitude,station longitude,number of bikes,station id
Faccia Luna,374,8.0,202.07424420660394,2.0,823 S Washington St,38.798133,-77.0487,12.0,90
Virginia's Darling,48,8.0,566.2185904080695,,277 S Washington St,38.798133,-77.0487,12.0,90
Old Hat Bar,34,10.0,860.9499306817057,,112 N Saint Asaph St,38.798133,-77.0487,12.0,90
Southside 815,586,7.0,172.047965536792,2.0,815 S Washington St,38.798133,-77.0487,12.0,90
Chadwicks,847,8.0,916.0438324991416,2.0,203 Strand St,38.798133,-77.0487,12.0,90
Virtue Feed & Grain,2498,8.0,977.4681988267142,2.0,106 S Union St,38.798133,-77.0487,12.0,90
Josephine Restaurant,73,8.0,737.2184554439184,,109 S St Asaph St,38.798133,-77.0487,12.0,90
Hen Quarter,1479,8.0,815.8103297440679,2.0,801 King St,38.798133,-77.0487,12.0,90
Hummingbird Bar & Kitchen,316,7.0,848.178904967063,2.0,220 S Union St,38.798133,-77.0487,12.0,90
The Warehouse,840,8.0,887.600687468685,2.0,214 King St,38.798133,-77.0487,12.0,90
Alice Comfort Cocktail,5,10.0,774.4053086054439,,724 King St,38.798133,-77.0487,12.0,90
District Taco,421,7.0,12.243414745086925,1.0,701 S Washington St,38.798133,-77.0487,12.0,90
The People's Drug,325,8.0,840.7329882801082,2.0,103 N Alfred St,38.798133,-77.0487,12.0,90
Old House Cosmopolitan Grill,199,9.0,956.4898579494135,2.0,1024 Cameron St,38.798133,-77.0487,12.0,90
Vaso's Mediterranean Bistro,562,8.0,891.3624428615931,2.0,1118 King St,38.798133,-77.0487,12.0,90
Cafe Du Soleil,132,8.0,835.32494398975,2.0,215 S Union St,38.798133,-77.0487,12.0,90
Royal Nepal,490,9.0,450.1870594813185,2.0,3807 Mount Vernon Ave,38.843422,-77.064016,15.0,91
RT's Restaurant,591,8.0,452.7287001605138,3.0,3804 Mt Vernon Ave,38.843422,-77.064016,15.0,91
Akivva Grill,109,9.0,435.49005072127386,2.0,2921 S Glebe Rd,38.843422,-77.064016,15.0,91
Northside 10,386,9.0,1054.4674144312498,2.0,10 E Glebe Rd Alexandria,38.843422,-77.064016,15.0,91
24 Express Food Store,23,9.0,89.25285794868775,1.0,4007 Mount Vernon Ave,38.843422,-77.064016,15.0,91
Taqueria Senora Lola,13,8.0,226.79134717137293,,3901B Mt Vernon Ave,38.843422,-77.064016,15.0,91
El Pulgarcito Restaurant,57,8.0,412.52930304738015,1.0,3838 Mount Vernon Ave,38.843422,-77.064016,15.0,91
Ferman Bar & Grill,5,10.0,94.57828560880213,,4112 Mount Vernon Ave,38.843422,-77.064016,15.0,91
Waffle Shop,201,7.0,364.78001814114185,1.0,3864 Mount Vernon Ave,38.843422,-77.064016,15.0,91
District Dumplings,105,7.0,433.4136065902136,,2923 S Glebe Rd,38.843422,-77.064016,15.0,91
Veronica's Bakery & Cafe,36,6.0,92.56676581867649,1.0,4116 Mount Vernon Ave,38.843422,-77.064016,15.0,91
Huascaran,75,8.0,607.5218302341316,2.0,3606 Mount Vernon Ave,38.843422,-77.064016,15.0,91
Hops N Shine,150,8.0,843.7894716576435,2.0,3410 Mt Vernon Ave,38.843422,-77.064016,15.0,91
Wing Zone,188,6.0,69.1795117550803,2.0,4110 Mount Vernon Ave,38.843422,-77.064016,15.0,91
Crystal Bowl,16,9.0,1089.0536010343053,,2800 Crystal Dr,38.843422,-77.064016,15.0,91
Papa Johns Pizza,46,5.0,67.1378519091001,1.0,4106 Mount Vernon Ave,38.843422,-77.064016,15.0,91
Kohinoor Dhaba,605,8.0,1000.7829752645588,2.0,2800 S Eads St,38.843422,-77.064016,15.0,91
Lilian's Restaurant,11,5.0,228.01458077913625,2.0,3901 Mount Vernon Ave,38.843422,-77.064016,15.0,91
O'Malley's,42,6.0,1159.238948057374,2.0,2650 Richmond Hwy,38.843422,-77.064016,15.0,91
Alston's Southern Style Cuisine,0,0.0,780.3687103819378,,,38.843422,-77.064016,15.0,91
Ruthie's All-Day,807,9.0,237.3653562539138,2.0,3411 5th St S,38.869418,-77.095596,12.0,92
Tortas Y Tacos La Chiquita,671,9.0,1037.6667155017942,1.0,2911 Columbia Pike,38.869418,-77.095596,12.0,92
Sofia's Pupuseria,133,9.0,1008.9421853854967,1.0,3610 Columbia Pike,38.869418,-77.095596,12.0,92
Jarochita #2,106,8.0,626.5027228635022,1.0,85 N Glebe Rd,38.869418,-77.095596,12.0,92
Los chamacos Mexican Restaurant,178,9.0,1001.8398075596181,2.0,922 S Walter Reed Dr,38.869418,-77.095596,12.0,92
Boru Ramen,523,8.0,1034.0598983277712,2.0,2915 Columbia Pike,38.869418,-77.095596,12.0,92
Takohachi,411,8.0,1125.6831300247347,2.0,2501 Columbia Pike,38.869418,-77.095596,12.0,92
Bangkok 54 Restaurant & Bar,1229,8.0,1021.9692983941804,2.0,2919 Columbia Pike,38.869418,-77.095596,12.0,92
The Broiler,341,8.0,947.8457734133866,2.0,3601 Columbia Pike,38.869418,-77.095596,12.0,92
Family Kabobs House,27,9.0,946.7499852902681,,3205 Columbia Pike,38.869418,-77.095596,12.0,92
The Celtic House Irish Pub & Restaurant,468,9.0,1217.9997766799484,2.0,2500 Columbia Pike,38.869418,-77.095596,12.0,92
Zavaleta’s Mariscos Bar,0,0.0,600.3900760300165,,77 N Glebe Rd,38.869418,-77.095596,12.0,92
Pupuseria Doña Azucena,212,8.0,598.4986365703456,1.0,71 N Glebe Rd,38.869418,-77.095596,12.0,92
Kabobistan Arlington,89,8.0,981.6508803519451,,3400 Columbia Pike,38.869418,-77.095596,12.0,92
City Kabob & Curry House- Arlington,261,8.0,974.5698096177123,2.0,3007 Columbia Pike,38.869418,-77.095596,12.0,92
Burritos Bro's,119,8.0,1161.5014244024903,1.0,2599 Columbia Pike,38.869418,-77.095596,12.0,92
Ñoño’s Taqueria,115,9.0,943.517260214556,2.0,3207 Columbia Pike,38.869418,-77.095596,12.0,92
Lost Dog Cafe,824,7.0,1071.1858772785556,2.0,2920 Columbia Pike,38.869418,-77.095596,12.0,92
Tres Generaciones restaurant,1,10.0,401.88569921095126,,36 S Glebe Rd,38.869418,-77.095596,12.0,92
El Paso Cafe,508,8.0,1029.8574157770108,2.0,4235 N Pershing Dr,38.869418,-77.095596,12.0,92
El Fuego,210,9.0,886.0223077505019,1.0,2300 N Pershing Dr,38.873219,-77.082104,10.0,93
Tasty Chicken Box,18,10.0,1040.046426254867,,2716 Washington Blvd,38.873219,-77.082104,10.0,93
Texas Jack's Barbecue,1222,8.0,1141.6586628305856,2.0,2761 Washington Blvd,38.873219,-77.082104,10.0,93
Panda Express,7,6.0,205.7694541546827,2.0,931 Pershing Drive  Building 441,38.873219,-77.082104,10.0,93
Bonchon,821,8.0,911.6265772566753,2.0,2201 N Pershing Dr,38.873219,-77.082104,10.0,93
Troy's Italian Kitchen,172,8.0,1024.6173703877198,2.0,2710-B Washington Blvd,38.873219,-77.082104,10.0,93
Dama Pastry and Restaurant,371,9.0,1201.280956829172,2.0,1503 Columbia Pike,38.873219,-77.082104,10.0,93
El Charrito Caminante,481,8.0,1025.9967759062029,1.0,2710 Washington Blvd,38.873219,-77.082104,10.0,93
Eastern Carryout and Cafe,181,7.0,888.949277130831,1.0,2300 N Pershing Dr,38.873219,-77.082104,10.0,93
The Potomac Restaurant & Lounge,51,6.0,1067.696115024727,2.0,900 South Orme St,38.873219,-77.082104,10.0,93
Dama Bakery,43,9.0,1204.7115078694048,1.0,1505 Columbia Pike,38.873219,-77.082104,10.0,93
Mocha Cafe & Pastry,231,8.0,1080.6531554275255,2.0,2720 Washington Blvd,38.873219,-77.082104,10.0,93
Paisano's Pizza,127,7.0,910.3278846745604,1.0,2201 N Pershing Dr,38.873219,-77.082104,10.0,93
European Foods Import Export,44,9.0,1099.1594096275098,2.0,2700 N Pershing Dr,38.873219,-77.082104,10.0,93
Subway Restaurants,2,5.0,218.32035551945515,,441 Pershing Dr,38.873219,-77.082104,10.0,93
El Manantial,2,2.0,1025.6130070120848,,2618 N Pershing Dr,38.873219,-77.082104,10.0,93
Moby Dick Restrant,0,0.0,887.7069299042707,,Highway 27 W,38.873219,-77.082104,10.0,93
Sbarro,0,0.0,101.8816731680723,,2100 Washington Blvd,38.873219,-77.082104,10.0,93
Majestic Grill,0,0.0,1142.1311108648185,,2761 Washington Blvd,38.873219,-77.082104,10.0,93
Cuco Lindo Mercado Latino,0,0.0,1025.6130070120848,,2618 N Pershing Dr,38.873219,-77.082104,10.0,93
All Set Restaurant & Bar,1053,8.0,376.95667478582556,2.0,8630 Fenton St,38.997445,-77.023894,1.0,94
LOCAVINO,95,9.0,93.59469815361223,2.0,8519 Fenton St,38.997445,-77.023894,1.0,94
The Breakfast Club,173,8.0,525.8795347214091,2.0,8240 Fenton St,38.997445,-77.023894,1.0,94
Citizens and Culture,45,7.0,751.9975132526164,,8113 Georgia Ave,38.997445,-77.023894,1.0,94
La Malinche,583,8.0,328.04523244663056,2.0,8622 Colesville Rd,38.997445,-77.023894,1.0,94
Spice Street,121,9.0,581.8339458570526,,8242 Georgia Ave,38.997445,-77.023894,1.0,94
Cubano's Restaurant,608,8.0,568.165523072897,2.0,1201 Fidler Ln,38.997445,-77.023894,1.0,94
Copper Canyon Grill- Silver Spring,859,8.0,338.42725418657017,2.0,928 Ellsworth Dr,38.997445,-77.023894,1.0,94
Kusshi Sushi Silver Spring,99,9.0,167.80263874925282,2.0,8512 Fenton St,38.997445,-77.023894,1.0,94
Lemon Slice Cafe,59,9.0,214.97181517306012,,8737 Colesville Rd 103,38.997445,-77.023894,1.0,94
Koite Grill,51,9.0,336.21002076055044,2.0,8626 Colesville Rd,38.997445,-77.023894,1.0,94
Mandalay Restaurant & Cafe,670,8.0,430.552222262071,2.0,930 Bonifant St,38.997445,-77.023894,1.0,94
J Hollingers Watermans Chophouse,61,8.0,361.12101086876993,3.0,8606 Colesville Rd,38.997445,-77.023894,1.0,94
Miss Toya’s Creole House,425,7.0,295.4019193995584,,923 Ellsworth Dr,38.997445,-77.023894,1.0,94
Matchbox - Silver Spring,327,7.0,268.9386573871077,2.0,919 Ellsworth Dr,38.997445,-77.023894,1.0,94
Kaldi's Social House,726,8.0,679.195007419867,2.0,918 Silver Spring Ave,38.997445,-77.023894,1.0,94
Sushi Jin,803,8.0,209.83844963597787,2.0,8555-A Fenton St,38.997445,-77.023894,1.0,94
Quarry House Tavern,760,8.0,484.31063436897574,2.0,8401 Georgia Ave,38.997445,-77.023894,1.0,94
El Sapo,408,7.0,220.60362771045757,2.0,8455 Fenton St,38.997445,-77.023894,1.0,94
Kook Kai's Thai Noodles,77,9.0,391.27196006495996,2.0,939 Bonifant St,38.997445,-77.023894,1.0,94
Passion Bakery Cafe,23,8.0,68.98735502544372,,9613 Medical Center Dr,39.103091,-77.196442,5.0,95
New York Deli,7,8.0,348.1836470731623,1.0,9601 Blackwell Rd,39.103091,-77.196442,5.0,95
Poyoteca,109,9.0,756.5723057670317,,14921 Shady Grove Rd,39.103091,-77.196442,5.0,95
Hangry Joe's Hot Chicken Rockville - N Potomac,53,8.0,1234.007998113682,2.0,10050 Darnestown Rd,39.103091,-77.196442,5.0,95
Young's Deli,6,9.0,460.9481805657903,2.0,9715 Medical Ctr Dr,39.103091,-77.196442,5.0,95
Freshii,90,7.0,29.67018237392772,1.0,9613 E Medical Center Dr,39.103091,-77.196442,5.0,95
Quickway Japanese Hibachi,16,7.0,1157.7085509732115,,10042 Darnestown Rd,39.103091,-77.196442,5.0,95
St. Veg,323,9.0,797.4420689895322,2.0,14929 Shady Grove Rd,39.103091,-77.196442,5.0,95
LJ's Cafe,39,9.0,587.1062660292894,1.0,9210 Corporate Blvd,39.103091,-77.196442,5.0,95
Mamma Lucia,381,7.0,746.1891668150284,2.0,14921 Shady Grove Rd,39.103091,-77.196442,5.0,95
Sandwiches & Such,10,10.0,723.2656382590613,,15215 Shady Grove Rd,39.103091,-77.196442,5.0,95
Pholuscious Vietnamese Grill,293,8.0,1243.1794775920707,2.0,10048 Darnestown Rd,39.103091,-77.196442,5.0,95
Taipei Tokyo,255,6.0,770.122421442109,2.0,14921 Shady Grove Rd,39.103091,-77.196442,5.0,95
That's Amore,236,6.0,635.7196604805375,2.0,15201 Shady Grove Rd,39.103091,-77.196442,5.0,95
Moby Dick House of Kabob,258,6.0,777.7219548950372,2.0,14929-A Shady Grove Rd,39.103091,-77.196442,5.0,95
Cafe Rio Mexican Grill,102,6.0,1253.5141414781851,2.0,10062 Darnestown Rd,39.103091,-77.196442,5.0,95
Wingstop,179,7.0,817.9036604952613,1.0,14925 Shady Grove Rd,39.103091,-77.196442,5.0,95
Bento Sushi,0,0.0,674.3767014972345,,14939 Shady Grove Rd,39.103091,-77.196442,5.0,95
Cava,118,7.0,1380.775862167504,2.0,28 Upper Rock Cir,39.103091,-77.196442,5.0,95
Captain Mori’s Seafood,5,6.0,637.3726544125543,,15201 Shady Grove Rd,39.103091,-77.196442,5.0,95
McNamara's Pub & Restaurant,244,9.0,598.3703967077539,2.0,567 23rd St  South,38.856425,-77.049232,1.0,96
The Portofino Restaurant,532,8.0,562.9640004054505,2.0,526 23rd St S,38.856425,-77.049232,1.0,96
Kabob Palace,2164,8.0,514.7910756654765,2.0,2315 S Eads St,38.856425,-77.049232,1.0,96
Queen Mother’s Chicken,97,9.0,209.33639403562225,2.0,1601 Crystal Drive,38.856425,-77.049232,1.0,96
Tacombi,173,8.0,298.73700689876995,2.0,1550 Crystal Dr,38.856425,-77.049232,1.0,96
Enjera Restaurant,553,9.0,575.8683562775392,2.0,549 23rd St S,38.856425,-77.049232,1.0,96
Potomac Social Tavern,24,8.0,471.080598028744,,1480 Crystal Dr,38.856425,-77.049232,1.0,96
The Freshman,104,7.0,148.83630609349441,2.0,2011 Crystal Dr,38.856425,-77.049232,1.0,96
RASA,67,9.0,256.16808137397976,2.0,2200 Crystal Dr,38.856425,-77.049232,1.0,96
Nutrio Bar and Restaurant,3,9.0,299.93049722673516,2.0,1800 Jefferson Davis Hwy,38.856425,-77.049232,1.0,96
Mezeh - Crystal City,506,9.0,444.5800506200674,2.0,2450 Crystal Dr,38.856425,-77.049232,1.0,96
Ted's Montana Grill - Crystal City,691,7.0,252.97265482686575,2.0,2200 Crystal Dr,38.856425,-77.049232,1.0,96
Federico Ristorante Italiano,264,8.0,521.1444782793895,2.0,519 23rd St S,38.856425,-77.049232,1.0,96
Good Stuff Eatery,881,7.0,167.30649822313526,2.0,2110 Crystal Dr,38.856425,-77.049232,1.0,96
Paramount Cafe,338,10.0,562.1963866108127,1.0,1425 S Eads St,38.856425,-77.049232,1.0,96
Mah-Ze-Dahr Bakery,103,9.0,247.5543990816989,2.0,1550 Crystal City Dr,38.856425,-77.049232,1.0,96
Bob & Edith's Diner,704,7.0,555.3171222269503,2.0,539 23rd St S,38.856425,-77.049232,1.0,96
Highline RxR,344,7.0,71.58844869298242,2.0,2010 Crystal Dr,38.856425,-77.049232,1.0,96
Good Company Donuts & Cafe,9,8.0,666.6422106906205,,510 14th St S,38.856425,-77.049232,1.0,96
Peri Peri Original,15,8.0,545.2429389248102,,2333 S Eads St,38.856425,-77.049232,1.0,96
Santé,36,8.0,710.1701868675433,3.0,1250 S Hayes St,38.86215024521491,-77.06812083721161,3.0,97
Bun’d Up,171,8.0,519.1915473283061,2.0,1201 S Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Kusshi Sushi Pentagon Row,218,8.0,524.6043979365936,2.0,1201 S Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Wild Tiger BBQ,15,9.0,519.4374242884327,,1201 S Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Nando's Peri-Peri,480,8.0,445.2572584021043,2.0,1301 S Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Matchbox - Pentagon City,726,7.0,701.8678171305022,2.0,1100 South Hayes St,38.86215024521491,-77.06812083721161,3.0,97
Mattie & Eddie’s,77,7.0,478.5600096355584,2.0,1301 S Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Saigon Saigon,424,7.0,528.1687303072143,2.0,1101 S Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Origin Coffee Lab & Kitchen,131,8.0,500.23334455371173,1.0,1101 S Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Basic Burger,423,8.0,506.67940286851103,2.0,1101 Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Rosa Mexicano,41,7.0,665.8897742987224,,1100 S Hayes St,38.86215024521491,-77.06812083721161,3.0,97
Nighthawk Brewery & Pizza,100,7.0,500.82298498506634,2.0,1201 S Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Bonefish Grill,354,7.0,488.5488637456663,2.0,1101 S Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Shuck Shack,28,9.0,664.4831491325315,1.0,1100 S Hayes St,38.86215024521491,-77.06812083721161,3.0,97
Lebanese Taverna Pentagon,474,7.0,488.55544902501083,2.0,1101 S Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Chase The Submarine,8,8.0,449.7243223577984,,1201 S Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Banditos Tacos & Tequila,95,6.0,474.5583290981515,,1301 S Joyce St,38.86215024521491,-77.06812083721161,3.0,97
Dama Pastry and Restaurant,371,9.0,589.3807671232275,2.0,1503 Columbia Pike,38.86215024521491,-77.06812083721161,3.0,97
Kong Dog,14,9.0,603.2268624972818,,1100 S Hayes St,38.86215024521491,-77.06812083721161,3.0,97
The Potomac Restaurant & Lounge,51,6.0,666.650394907069,2.0,900 South Orme St,38.86215024521491,-77.06812083721161,3.0,97
Vola's Dockside Grill & Hi-Tide Lounge,2418,9.0,978.5829223021709,2.0,101 N Union St,38.812718,-77.044097,11.0,98
The Majestic,736,9.0,916.5536273438724,2.0,911 King St,38.812718,-77.044097,11.0,98
Yunnan By Potomac Noodle House,504,9.0,281.86397136705153,2.0,814 N Fairfax St,38.812718,-77.044097,11.0,98
Hank's Oyster Bar - Old Town,1458,8.0,127.33609992690904,2.0,818 N St Asaph St,38.812718,-77.044097,11.0,98
Sisters Thai - Old Town Alexandria,371,8.0,219.58543665709678,2.0,503 Montgomery St,38.812718,-77.044097,11.0,98
Sunday In Saigon,366,8.0,162.0088441986731,2.0,682 N Saint Asaph St,38.812718,-77.044097,11.0,98
Oak Steakhouse,248,8.0,165.8737139805135,,901 N Saint Asaph St,38.812718,-77.044097,11.0,98
Zento Japanese Restaurant,693,8.0,156.99269040953712,2.0,693 N Washington St,38.812718,-77.044097,11.0,98
Virtue Feed & Grain,2498,8.0,1053.0163879817746,2.0,106 S Union St,38.812718,-77.044097,11.0,98
Old Hat Bar,34,10.0,811.8240026200846,,112 N Saint Asaph St,38.812718,-77.044097,11.0,98
Hinata Sushi Bar & Grill,113,9.0,184.96808549538673,,909 N Saint Asaph St,38.812718,-77.044097,11.0,98
WOOBOI HOT CHICKEN,248,9.0,166.28218601907204,2.0,531 Montgomery St,38.812718,-77.044097,11.0,98
Hen Quarter,1479,8.0,882.1611319882591,2.0,801 King St,38.812718,-77.044097,11.0,98
Railbird Kitchen,11,10.0,516.980246564497,,804 N Henry St,38.812718,-77.044097,11.0,98
Elaine’s,58,8.0,726.7898163152067,,208 Queen St,38.812718,-77.044097,11.0,98
Royal Restaurant,409,7.0,15.798340129535095,2.0,730 N St Asaph St,38.812718,-77.044097,11.0,98
Haute Dog and Fries,707,8.0,131.7438691169997,2.0,610 Montgomery St,38.812718,-77.044097,11.0,98
T.J. Stone’s,488,7.0,126.10132137608426,2.0,608 Montgomery St,38.812718,-77.044097,11.0,98
Magnolia Cafe And Bistro,9,8.0,219.58543665751924,,503 Montgomery St,38.812718,-77.044097,11.0,98
Old House Cosmopolitan Grill,199,9.0,912.2637745010979,2.0,1024 Cameron St,38.812718,-77.044097,11.0,98
The Majestic,736,9.0,903.5544219609465,2.0,911 King St,38.80704,-77.059817,10.0,99
Joe Theismann's Restaurant,928,8.0,124.29582737247759,2.0,1800A Diagonal Rd,38.80704,-77.059817,10.0,99
IndoChen - Old Town,38,9.0,217.35470502540463,,1615 King St,38.80704,-77.059817,10.0,99
Vaso's Mediterranean Bistro,562,8.0,678.1987798710817,2.0,1118 King St,38.80704,-77.059817,10.0,99
Old House Cosmopolitan Grill,199,9.0,763.6676975642231,2.0,1024 Cameron St,38.80704,-77.059817,10.0,99
Toastique,161,9.0,262.20236742764763,2.0,1605 King St,38.80704,-77.059817,10.0,99
The Tasting Room,399,8.0,274.3782948158627,2.0,1602 King St,38.80704,-77.059817,10.0,99
Bob & Edith's Diner,107,7.0,71.63255027664627,,1743 King St,38.80704,-77.059817,10.0,99
Kingstreet Tavern,23,6.0,32.36485469762964,2.0,1767 King St,38.80704,-77.059817,10.0,99
Whiskey & Oyster,302,8.0,399.8834556618957,2.0,301 John Carlyle St,38.80704,-77.059817,10.0,99
The Executive Diner,508,8.0,532.7440959770427,2.0,1400 Duke St,38.80704,-77.059817,10.0,99
BRABO,581,7.0,284.22346439069486,3.0,1600 King St,38.80704,-77.059817,10.0,99
Bistro Sancerre,144,8.0,251.22016092557595,2.0,1725 Duke St,38.80704,-77.059817,10.0,99
Augie's Mussel House & Beer Garden,364,8.0,712.2132105285908,2.0,1106 King St,38.80704,-77.059817,10.0,99
Vermilion,915,8.0,675.2829345929819,3.0,1120 King St,38.80704,-77.059817,10.0,99
Tequila & Taco,409,8.0,600.6291545947422,2.0,540 John Carlyle St,38.80704,-77.059817,10.0,99
Sweet Fire Donna's,856,8.0,574.0162541703079,2.0,510 John Carlyle St,38.80704,-77.059817,10.0,99
Nasime Japanese Restaurant,239,9.0,614.8270193184958,3.0,1209 King St,38.80704,-77.059817,10.0,99
Lena's Wood-Fired Pizza & Tap,1376,8.0,781.9656732368921,2.0,401 E Braddock Rd,38.80704,-77.059817,10.0,99
Table Talk,577,7.0,283.0876761889502,1.0,1623 Duke St,38.80704,-77.059817,10.0,99
The Majestic,736,9.0,871.0686036604237,2.0,911 King St,38.813485,-77.049468,2.0,100
Railbird Kitchen,11,10.0,56.273327658387,,804 N Henry St,38.813485,-77.049468,2.0,100
Matt and Tony's All Day Kitchen Bar,546,9.0,970.7417094904002,2.0,1501 Mt Vernon Ave,38.813485,-77.049468,2.0,100
Vola's Dockside Grill & Hi-Tide Lounge,2418,9.0,1289.2770764691818,2.0,101 N Union St,38.813485,-77.049468,2.0,100
Yunnan By Potomac Noodle House,504,9.0,746.8116249215082,2.0,814 N Fairfax St,38.813485,-77.049468,2.0,100
Lena's Wood-Fired Pizza & Tap,1376,8.0,565.366478112714,2.0,401 E Braddock Rd,38.813485,-77.049468,2.0,100
Hank's Oyster Bar - Old Town,1458,8.0,472.949755550418,2.0,818 N St Asaph St,38.813485,-77.049468,2.0,100
Old House Cosmopolitan Grill,199,9.0,783.7978392575174,2.0,1024 Cameron St,38.813485,-77.049468,2.0,100
Sisters Thai - Old Town Alexandria,371,8.0,561.9339580923931,2.0,503 Montgomery St,38.813485,-77.049468,2.0,100
Bastille Brasserie and Bar,391,8.0,264.92042284853716,3.0,606 N Fayette St,38.813485,-77.049468,2.0,100
Mason Social,458,7.0,41.77235532778467,2.0,728 N Henry St,38.813485,-77.049468,2.0,100
Chop Shop Taco,219,8.0,31.67074515481266,2.0,1008 Madison St,38.813485,-77.049468,2.0,100
Hen Quarter,1479,8.0,899.0357469972931,2.0,801 King St,38.813485,-77.049468,2.0,100
Oak Steakhouse,248,8.0,516.0640591568446,,901 N Saint Asaph St,38.813485,-77.049468,2.0,100
Lost Dog Cafe Alexandria,420,8.0,65.62675444604555,2.0,808 N Henry St,38.813485,-77.049468,2.0,100
Old Hat Bar,34,10.0,938.9304447126946,,112 N Saint Asaph St,38.813485,-77.049468,2.0,100
Vaso's Mediterranean Bistro,562,8.0,899.9731609089621,2.0,1118 King St,38.813485,-77.049468,2.0,100
Zento Japanese Restaurant,693,8.0,412.82835004049724,2.0,693 N Washington St,38.813485,-77.049468,2.0,100
Vaso's Kitchen,280,8.0,594.8051931810368,2.0,1225 Powhatan St,38.813485,-77.049468,2.0,100
Sunday In Saigon,366,8.0,484.56450013716886,2.0,682 N Saint Asaph St,38.813485,-77.049468,2.0,100
Oliva's Kitchen,7,9.0,938.9387531230452,2.0,4708 Highland Ave,38.999378,-77.097882,10.0,101
Peter's Carry Out,227,9.0,957.8934932172556,1.0,8017 Wisconsin Ave,38.999378,-77.097882,10.0,101
The Big Greek Cafe- Bethesda,150,9.0,918.6689615107032,2.0,4806 Rugby Ave,38.999378,-77.097882,10.0,101
Cornucopia,128,9.0,1020.1617992539683,2.0,8102 Norfolk Ave,38.999378,-77.097882,10.0,101
Guapo's,433,8.0,878.6235130820411,2.0,8130 Wisconsin Ave,38.999378,-77.097882,10.0,101
Woodmont Deli,119,9.0,780.1570133630219,1.0,8225 Woodmont Ave,38.999378,-77.097882,10.0,101
Divine Dumpling Palace,2,10.0,818.4436721162266,,,38.999378,-77.097882,10.0,101
Warrior Cafe,3,5.0,393.2226565262605,1.0,8901 Wisconsin Ave Walter Reed,38.999378,-77.097882,10.0,101
The Red Bandana Bakery,159,8.0,813.9182096205918,1.0,8218 Wisconsin Ave,38.999378,-77.097882,10.0,101
Taco Fresco,12,8.0,948.5416393183884,,4708 Highland Ave,38.999378,-77.097882,10.0,101
Cheesy Pizzi,67,8.0,949.2299300017696,,8021 Wisconsin Ave,38.999378,-77.097882,10.0,101
Sala Thai,240,6.0,995.1624927611389,2.0,4828 Cordell Ave,38.999378,-77.097882,10.0,101
Main Street Cafe,3,5.0,493.1698657409785,,8901 Wisconsin Ave,38.999378,-77.097882,10.0,101
"NIH Dining, Building 10",7,5.0,634.3835337116151,1.0,Building 10,38.999378,-77.097882,10.0,101
Wendy's,19,4.0,991.7430802739824,1.0,8901 Wisconsin Ave,38.999378,-77.097882,10.0,101
Maki Maki,294,7.0,943.1514328798221,2.0,8023 Wisconsin Ave,38.999378,-77.097882,10.0,101
"Aria Beer, Wine & Deli",62,9.0,996.4220049853114,1.0,4800 Auburn Ave,38.999378,-77.097882,10.0,101
Golden House,137,6.0,936.9264060620496,1.0,8100 Wisconsin Ave,38.999378,-77.097882,10.0,101
Manny & Olga's Pizza,144,5.0,920.8326191928674,1.0,8118 Woodmont Ave,38.999378,-77.097882,10.0,101
Panda Express,10,4.0,535.7222106710761,1.0,8901 Wisconsin Ave.,38.999378,-77.097882,10.0,101
Pupatella,2222,8.0,930.5097186235294,2.0,5104 Wilson Blvd,38.884829,-77.127671,5.0,102
Fettoosh,519,9.0,903.5609263155281,2.0,5100 Wilson Blvd,38.884829,-77.127671,5.0,102
SER,453,8.0,921.2238853743063,2.0,1110 N Glebe Rd,38.884829,-77.127671,5.0,102
King Of Koshary,96,9.0,902.7222861469382,,5515 Wilson Blvd,38.884829,-77.127671,5.0,102
Istanbul Grill,244,9.0,1069.3409033643666,2.0,4617 Wilson Blvd,38.884829,-77.127671,5.0,102
La Union Restaurant,302,9.0,907.2849742201723,2.0,5517 Wilson Blvd,38.884829,-77.127671,5.0,102
Olive Lebanese Eatery,64,9.0,847.3858786555663,,1100 N Glebe Rd,38.884829,-77.127671,5.0,102
Super Pollo,246,8.0,888.102169089166,1.0,5011 Wilson Blvd,38.884829,-77.127671,5.0,102
Silver Leaf Restaurant,2,8.0,950.1851036433349,,4610 Fairfax Dr,38.884829,-77.127671,5.0,102
Ballston Cafe,18,7.0,869.1759915236863,1.0,4601 Fairfax Dr,38.884829,-77.127671,5.0,102
Two Chefs Pizza,113,7.0,885.9903696648349,2.0,5019 Wilson Blvd,38.884829,-77.127671,5.0,102
Panda Cafe,119,7.0,883.9048692733584,1.0,5021 Wilson Blvd,38.884829,-77.127671,5.0,102
